code,engine,r_work,r_free
7C7E,prediction,0.5132,0.5442
7C7E,refmac,0.4055,0.4831
7C7E,phenix,0.4111,0.4787
7C7E,torchref,0.3981,0.4779
7CFD,prediction,0.4903,0.4865
7CFD,refmac,0.3746,0.4417
7CFD,phenix,0.4358,0.519
7CFD,torchref,0.3326,0.4282
7CWW,prediction,0.495,0.4826
7CWW,refmac,0.3091,0.3673
7CWW,phenix,0.3148,0.3605
7CWW,torchref,0.2692,0.3283
7D86,prediction,0.4556,0.3977
7D86,refmac,0.3145,0.342
7D86,phenix,0.3345,0.3657
7D86,torchref,0.297,0.3377
7DUF,prediction,0.5054,0.5106
7DUF,refmac,0.5176,0.524
7DUF,phenix,0.4417,0.5048
7DUF,torchref,0.4294,0.4935
7DVN,prediction,0.5798,0.555
7DVN,refmac,0.5509,0.565
7DVN,torchref,0.5702,0.5454
7E2E,prediction,0.4812,0.4791
7E2E,refmac,0.3929,0.4836
7E2E,phenix,0.37,0.4948
7E2E,torchref,0.354,0.4448
7EWF,prediction,0.4844,0.4352
7EWF,refmac,0.3241,0.3797
7EWF,phenix,0.3369,0.3849
7EWF,torchref,0.3283,0.3462
7F9K,prediction,0.4967,0.4876
7F9K,refmac,0.4295,0.4697
7F9K,phenix,0.3575,0.4199
7F9K,torchref,0.4163,0.4631
7F9M,prediction,0.433,0.4134
7F9M,refmac,0.2721,0.3059
7F9M,phenix,0.3206,0.3616
7F9M,torchref,0.2901,0.3502
7FHR,prediction,0.427,0.4281
7FHR,refmac,0.265,0.3043
7FHR,phenix,0.2778,0.3197
7FHR,torchref,0.2557,0.3194
7JI4,prediction,0.4435,0.4448
7JI4,refmac,0.3408,0.3635
7JI4,phenix,0.3632,0.353
7JI4,torchref,0.3344,0.4072
7JN9,prediction,0.5789,0.5246
7JN9,refmac,0.5583,0.5486
7JN9,phenix,0.5643,0.5816
7JN9,torchref,0.5539,0.5398
7K3J,prediction,0.4002,0.3604
7K3J,refmac,0.2921,0.336
7K3J,phenix,0.4129,0.4878
7K3J,torchref,0.2867,0.34
7KQ0,prediction,0.3866,0.4
7KQ0,refmac,0.2747,0.3461
7KQ0,phenix,0.2797,0.3426
7KQ0,torchref,0.266,0.3571
7LF4,prediction,0.4034,0.4386
7LF4,refmac,0.2617,0.3259
7LF4,phenix,0.2778,0.323
7LF4,torchref,0.2933,0.3297
